#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2012-05-21T08:21:19 [V1.88 (30-Jan-2012)]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#INFO	votable-version=1.88 (30-Jan-2012)	
#INFO	-ref=VIZ4fb9f6df6278	
#INFO	-out.max=9999	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:II/144&cat:II/145&cat:V/53A&tab:{V/53A/catalog}&cat:VII/103&cat:J/A+A/341/553&cat:J/A+A/442/381&cat:J/A+A/451/835&cat:J/A+A/466/917&cat:J/A+A/486/505&cat:J/A+AS/93/373&cat:J/A+AS/102/89&cat:J/A+AS/104/9&cat:J/A+AS/106/257&cat:J/AJ/75/167&cat:J/AJ/126/1996&cat:J/ApJ/469/629&cat:J/ApJS/199/23&key:source=brightest+star&HTTPPRM:&-ref=VIZ4fb9f6df6278&-out.max=9999&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-out.src=V/53A/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Flamsteed&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-out=nComp&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/53A/catalog
#-source=V/53A/catalog
#-order=I
#-out=HR
#-out=n_HR
#-out=Flamsteed
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=nComp
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Coosys	B2000:	eq_FK4 B2000
#Coosys	J2000:	eq_FK5 J2000
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=ID_MAIN]
#Column	n_HR	(A1)	indicates that name(s) exist for this star in the file "\begin{tex}\vFile{V/53A/./names.dat}{names.dat}\end{tex}" {\em(indique l'existence de nom(s) usuels)}	[ucd=DATA_LINK]
#Column	Flamsteed	(I3)	? Flamsteed number	[ucd=ID_ALTERNATIVE]
#Column	Const	(A3)	\W{const}{/vizier/VizieR/constellations.htx}{Constellation Name} (3 characters)	[ucd=ID_CONSTEL]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=POS_EC_LON]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=POS_EC_LAT]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=PHYS_DISTANCE_TRUE]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=PHOT_JHN_V]
#Column	SpType	(a19)	MK Spectral Type	[ucd=SPECT_TYPE_MK]
#Column	nComp	(I2)	[1/13]? Number of visual components (nombre de composantes visuelles)	[ucd=NUMBER]
_RAJ2000;_DEJ2000;HR;n_HR;Flamsteed;Const;RA2000;DE2000;ELON;ELAT;Dist;Vmag;SpType;nComp
239.2212;-29.2139;5928; ;  5;Sco;15 56 53.0;-29 12 50;243.15; -8.60;  465; 3.86;B2IV-V             ; 2
239.1133;+15.6617;5933; ; 41;Ser;15 56 27.1;+15 39 42;232.78; 35.20;   36; 3.86;F6V                ; 3
239.5475;-14.2795;5941; ; 48;Lib;15 58 11.3;-14 16 46;240.40;  6.09;  543; 4.87;B5IIIpe            ;
239.8763;-41.7442;5943; ;   ;   ;15 59 30.2;-41 44 39;246.40;-20.74;  407; 4.99;K0II-III           ;
239.7129;-26.1142;5944; ;  6;Sco;15 58 51.0;-26 06 51;242.94; -5.48;  465; 2.91;B1V+B2V            ; 3
239.3971;+26.8778;5947; ; 13;CrB;15 57 35.2;+26 52 40;229.12; 46.07;  232; 4.16;K2IIIab            ; 3
240.0304;-38.3970;5948; ;   ;Lup;16 00 07.2;-38 23 49;245.77;-17.44;  543; 3.41;B2.5IV             ; 3
240.0833;-22.6217;5953; ;  7;Sco;16 00 19.9;-22 37 18;242.57; -1.99;  407; 2.32;B0.3IV             ; 4
239.8758;+25.9203;5958; ;   ;   ;15 59 30.1;+25 55 13;230.10; 45.27;  325; 2.00;Be+gM3+Q           ; 2
239.4475;+54.7498;5960; ;   ;   ;15 57 47.3;+54 44 59;204.09; 71.25;  112; 4.95;F0IV               ;
240.8834;-57.7753;5961; ;   ;Nor;16 03 31.9;-57 46 31;251.24;-36.22;  141; 4.63;A7IV               ; 3
240.8033;-49.2298;5962; ;   ;Nor;16 03 12.7;-49 13 47;248.87;-27.91;  232; 4.65;G8III              ;
240.8504;-38.6025;5967; ;   ;   ;16 03 24.0;-38 36 09;246.47;-17.51;  543; 4.89;B6IV               ;
240.8358;-25.8653;5969; ;   ;   ;16 03 20.5;-25 51 55;243.88; -5.03;  217; 5.00;K5III              ;
240.3612;+29.8511;5971; ; 14;CrB;16 01 26.6;+29 51 04;229.01; 49.16;  362; 4.98;A0p:Hg:            ;
240.5741;+22.8045;5972; ; 44;Ser;16 02 17.7;+22 48 16;232.13; 42.45;  181; 4.83;A3V                ;
241.0921;-11.3731;5978; ;   ;Sco;16 04 22.0;-11 22 23;241.31;  9.23;  101; 4.77;F5IV               ; 5
241.6225;-45.1731;5980; ;   ;Nor;16 06 29.3;-45 10 23;248.51;-23.83;  125; 4.73;Am                 ;
240.6996;+46.0367;5982; ;  6;Her;16 02 47.8;+46 02 12;218.38; 64.32;  407; 4.76;B9III              ;
241.3591;-19.8053;5984; ;  8;Sco;16 05 26.1;-19 48 19;243.19;  1.01;  543; 2.58;B1V                ; 5
241.3604;-19.8020;5985; ;  8;Sco;16 05 26.4;-19 48 07;243.19;  1.01;  636; 4.92;B2V                ; 5
240.4721;+58.5653;5986; ; 13;Dra;16 01 53.2;+58 33 55;196.67; 74.44;   69; 4.03;F8IV               ;
241.6479;-36.8023;5987; ;   ;Lup;16 06 35.4;-36 48 08;246.74;-15.62;  465; 4.23;B2.5Vn             ;
241.7017;-20.6692;5993; ;  9;Sco;16 06 48.3;-20 40 09;243.67;  0.22;  465; 3.97;B1V                ;
241.8512;-20.8686;5997; ; 10;Sco;16 07 24.2;-20 52 07;243.84;  0.05;  271; 4.33;G3II-III           ;
242.0187;+17.0470;6008; ;  7;Her;16 08 04.4;+17 02 49;235.72; 37.22;  407; 5.00;G8III              ; 3
242.2429;+36.4909;6018; ; 16;CrB;16 08 58.2;+36 29 27;228.02; 55.96;  116; 4.76;K0III-IV           ; 2
245.0870;-78.6959;6020; ;   ;Aps;16 20 20.7;-78 41 45;261.51;-55.99;  596; 4.68;M5IIIb             ; 3
242.1925;+44.9350;6023; ; 11;Her;16 08 46.1;+44 56 06;221.63; 63.78;  232; 4.27;B9p:Mn:            ;
243.3696;-54.6306;6024; ;   ;Nor;16 13 28.6;-54 37 50;252.01;-32.84;  465; 4.94;G8III              ; 2
242.9987;-19.4606;6027; ; 14;Sco;16 11 59.6;-19 27 38;244.64;  1.63;  465; 4.01;B3V                ; 5
243.0758;-27.9264;6028; ; 13;Sco;16 12 18.1;-27 55 35;246.25; -6.68;  543; 4.59;B2V                ;
243.8597;-63.6856;6030; ;   ;TrA;16 15 26.2;-63 41 08;254.86;-41.61; 1365; 3.85;G2Ib-IIa           ; 2
243.0000;-10.0642;6031; ; 15;Sco;16 11 59.9;-10 03 51;242.92; 10.87;  171; 4.93;A3IV               ;
243.5862; -3.6944;6056; ;  1;Oph;16 14 20.6;-03 41 40;242.30; 17.24;  171; 2.75;M0.5III            ; 2
244.2538;-50.0681;6058; ;   ;Nor;16 17 00.8;-50 04 05;251.54;-28.27; 1719; 4.98;F9Ia               ;
244.5746;-28.6142;6070; ;   ;   ;16 18 17.8;-28 36 51;247.68; -7.12;  141; 4.77;A0V                ;
244.9600;-50.1556;6072; ;   ;Nor;16 19 50.3;-50 09 20;252.07;-28.26;  130; 4.02;G8III              ; 2
244.5804; -4.6925;6075; ;  2;Oph;16 18 19.2;-04 41 33;243.51; 16.44;  108; 3.23;G9.5IIIbCN-1       ; 2
245.1592;-24.1695;6081; ; 19;Sco;16 20 38.1;-24 10 10;247.44; -2.65;  342; 4.57;A5II               ;
245.2971;-25.5928;6084; ; 20;Sco;16 21 11.2;-25 35 34;247.80; -4.04;  356; 2.88;B2III+O9.5V        ; 4
244.9350;+46.3134;6092; ; 22;Her;16 19 44.3;+46 18 48;224.38; 65.83;  326; 3.91;B5IV               ; 2
245.5183; +1.0292;6093; ; 50;Ser;16 22 04.3;+01 01 45;243.41; 22.24;   90; 4.82;F0V                ;
245.4800;+19.1531;6095; ; 20;Her;16 21 55.1;+19 09 11;239.21; 40.01;  203; 3.76;A9III              ; 3
247.1176;-70.0845;6098; ;   ;TrA;16 28 28.1;-70 05 04;258.68;-47.54;   39; 4.91;F9V                ;
248.3636;-78.8970;6102; ;   ;Aps;16 33 27.1;-78 53 49;262.70;-56.01;  163; 3.89;G8-K0III           ;
245.5242;+30.8923;6103; ; 19;CrB;16 22 05.7;+30 53 32;235.24; 51.42;  191; 4.85;K0III              ; 2
246.0258;-20.0375;6104; ;  4;Oph;16 24 06.1;-20 02 15;247.55;  1.55;  181; 4.50;K0II-III           ;
246.7963;-47.5550;6115; ;   ;Nor;16 27 11.0;-47 33 18;252.87;-25.49;  407; 4.47;B4V                ; 2
244.3765;+75.7553;6116; ; 21;UMi;16 17 30.2;+75 45 19;120.32; 77.83;   98; 4.95;F5V                ; 2
246.3542;+14.0334;6117; ; 24;Her;16 25 24.9;+14 02 00;241.58; 35.17;  250; 4.58;B9pCr              ; 4
246.7558;-18.4564;6118; ;  7;Oph;16 27 01.3;-18 27 23;247.98;  3.22;  543; 4.43;B2IV:pe            ;
246.9508; -8.3717;6129; ;  3;Oph;16 27 48.1;-08 22 18;246.55; 13.21;  125; 4.63;A3m                ; 2
245.9976;+61.5142;6132; ; 14;Dra;16 23 59.3;+61 30 51;194.49; 78.44;   88; 2.74;G8IIIab            ; 3
247.3521;-26.4320;6134;*; 21;Sco;16 29 24.4;-26 25 55;249.76; -4.57;  381; 0.91;M1.5Iab-Ib+B4Ve    ; 2
247.5521;-25.1150;6141; ; 22;Sco;16 30 12.4;-25 06 54;249.74; -3.24;  407; 4.79;B2V                ;
247.8454;-34.7045;6143; ;   ;   ;16 31 22.8;-34 42 16;251.47;-12.68;  932; 4.23;B2III-IV           ;
247.7846;-16.6128;6147; ;  8;Oph;16 31 08.2;-16 36 46;248.67;  5.20;  217; 4.27;G8IIIa             ; 3
247.5550;+21.4895;6148; ; 27;Her;16 30 13.1;+21 29 22;241.09; 42.70;  148; 2.77;G7IIIa             ; 2
247.7283; +1.9839;6149; ; 10;Oph;16 30 54.7;+01 59 02;245.59; 23.56;  171; 3.83;A0V+A4V            ; 4
248.0337;-21.4664;6153; ;  9;Oph;16 32 08.0;-21 27 59;249.63;  0.43;  181; 4.45;A7p                ;
248.5204;-44.0453;6155; ;   ;Nor;16 34 04.8;-44 02 43;253.53;-21.83; 3757; 4.91;B0Ia               ;
248.1512;+11.4881;6159; ; 29;Her;16 32 36.2;+11 29 17;244.23; 32.99;  326; 4.85;K7III              ;
246.9955;+68.7681;6161; ; 15;Dra;16 27 58.8;+68 46 05;155.35; 81.04;  543; 5.01;A0III              ;
250.7690;-77.5175;6163; ;   ;Aps;16 43 04.4;-77 31 03;262.95;-54.55;  163; 4.24;K0III              ; 2
248.9708;-28.2161;6165; ; 23;Sco;16 35 52.9;-28 12 58;251.46; -6.12;  465; 2.81;B0V                ;
249.0938;-35.2556;6166; ;   ;   ;16 36 22.4;-35 15 20;252.59;-13.07;  362; 4.16;K6III              ;
248.5258;+42.4370;6168; ; 35;Her;16 34 06.1;+42 26 13;233.24; 63.16;  326; 4.20;B9V                ; 2
249.2896;-10.5672;6175; ; 13;Oph;16 37 09.4;-10 34 02;249.23; 11.39;  465; 2.56;09.5Vn             ;
250.3933;-17.7422;6196; ;   ;   ;16 41 34.3;-17 44 32;251.30;  4.43;  407; 4.96;G7.5IICN1Ba0.4     ;
249.6867;+48.9284;6200; ; 42;Her;16 38 44.7;+48 55 42;229.33; 69.52;  407; 4.90;M2.5IIIab          ; 2
250.3217;+31.6028;6212; ; 40;Her;16 41 17.1;+31 36 10;241.46; 53.11;   35; 2.81;G0IV               ; 2
252.1668;-69.0278;6217; ;   ;TrA;16 48 39.9;-69 01 40;260.90;-46.15;  465; 1.92;K2IIb-IIIa         ;
250.7242;+38.9223;6220; ; 44;Her;16 42 53.7;+38 55 20;238.79; 60.29;  112; 3.50;G8IIIbCN-1         ; 2
250.2297;+64.5889;6223; ; 18;Dra;16 40 55.0;+64 35 20;184.41; 81.63;  279; 4.83;K1p*               ;
252.4463;-59.0414;6229; ;   ;Ara;16 49 47.0;-59 02 29;258.90;-36.28;  326; 3.76;K5III              ; 2
251.3242;+56.7820;6237; ;   ;   ;16 45 17.7;+56 46 55;219.26; 76.91;   88; 4.84;F2V                ;
252.5408;-34.2934;6241; ; 26;Sco;16 50 09.7;-34 17 36;255.33;-11.74;   66; 2.29;K2.5III            ;
252.4583;-10.7831;6243; ; 20;Oph;16 49 49.9;-10 46 59;252.41; 11.59;  120; 4.66;F7IV               ;
252.9675;-38.0475;6247; ;   ;Sco;16 51 52.1;-38 02 51;256.16;-15.42;  457; 3.04;B1.5V+B6.5V        ; 2
253.0838;-38.0175;6252; ;   ;Sco;16 52 20.0;-38 01 03;256.25;-15.38;  543; 3.57;B2IV               ; 2
252.3092;+45.9834;6254; ; 52;Her;16 49 14.1;+45 59 00;236.69; 67.39;  181; 4.82;A2VpSrCrEu         ; 5
253.4988;-42.3620;6262; ;   ;Sco;16 53 59.6;-42 21 43;257.12;-19.66; 2483; 4.73;B1Iape             ;
253.6459;-42.3614;6271; ;   ;Sco;16 54 34.9;-42 21 41;257.24;-19.64;  155; 3.59;K4III              ;
253.5021;+10.1653;6281; ; 25;Oph;16 54 00.4;+10 09 55;250.64; 32.50;  250; 4.38;B8V                ;
254.6551;-55.9900;6285; ;   ;Ara;16 58 37.1;-55 59 24;259.82;-33.09;   90; 3.13;K3III              ;
254.8963;-53.1606;6295; ;   ;Ara;16 59 35.0;-53 09 38;259.58;-30.27;  326; 4.06;K4IIIab            ;
254.4171; +9.3750;6299; ; 27;Oph;16 57 40.0;+09 22 30;251.82; 31.84;   88; 3.20;K2III              ;
254.0072;+65.1348;6315; ; 19;Dra;16 56 01.6;+65 08 05;184.91; 83.32;   49; 4.90;F6Vv               ;
255.2650; -4.2225;6318; ; 30;Oph;17 01 03.5;-04 13 21;254.49; 18.43;  407; 4.82;K4III              ; 2
251.4917;+82.0373;6322; ; 22;UMi;16 45 57.8;+82 02 14; 99.14; 73.92;  362; 4.23;G5III              ; 2
255.0725;+30.9264;6324; ; 58;Her;17 00 17.3;+30 55 35;248.33; 53.25;  163; 3.92;A0V                ;
256.2058;-34.1231;6334; ;   ;   ;17 04 49.3;-34 07 23;258.39;-11.24; 3427; 4.87;B1Iae              ; 2
255.7829;+14.0920;6337; ;   ;   ;17 03 07.8;+14 05 31;252.72; 36.68;  465; 4.98;M3III              ;
256.3446;+12.7409;6355; ; 60;Her;17 05 22.6;+12 44 27;253.59; 35.41;  148; 4.91;A4IV               ; 2
257.5946;-15.7247;6378; ; 35;Oph;17 10 22.6;-15 43 29;257.97;  7.20;   85; 2.42;A2V                ; 4
258.0384;-43.2392;6380; ;   ;Sco;17 12 09.1;-43 14 21;260.74;-20.18;   72; 3.34;F3III-IVp          ;
257.1968;+65.7148;6396; ; 22;Dra;17 08 47.1;+65 42 53;183.38; 84.76;  362; 3.17;B6III              ;
258.6621;+14.3903;6406;*; 64;Her;17 14 38.8;+14 23 25;256.15; 37.29;  407; 3.48;M5Ib-II            ; 4
258.7579;+24.8392;6410; ; 65;Her;17 15 01.8;+24 50 21;254.76; 47.69;   79; 3.13;A3IV               ; 4
259.1529; -0.4453;6415; ; 41;Oph;17 16 36.6;-00 26 43;258.24; 22.55;  232; 4.72;K2III              ; 2
260.4985;-67.7703;6417; ;   ;Aps;17 21 59.5;-67 46 13;264.98;-44.50;  326; 4.78;K2III              ;
258.7617;+36.8092;6418; ; 67;Her;17 15 02.7;+36 48 33;252.07; 59.55;  407; 3.18;K3IIab             ;
259.3313;+33.1000;6431; ; 68;Her;17 17 19.4;+33 06 00;253.92; 55.95;  976; 4.78;B1.5Vp+B5III       ; 2
259.4179;+37.2914;6436; ; 69;Her;17 17 40.2;+37 17 29;252.95; 60.11;  181; 4.66;A2V                ;
260.2508;-21.1128;6445; ; 40;Oph;17 21 00.1;-21 06 46;260.90;  2.02;   57; 4.38;F1III-IV           ; 2
260.2067;-12.8467;6446; ; 53;Ser;17 20 49.5;-12 50 48;260.30; 10.26;  203; 4.31;A2V                ; 2
260.0787;+18.0570;6452; ;   ;   ;17 20 18.8;+18 03 25;257.45; 41.07;  543; 5.00;M2IIIab            ;
260.5025;-24.9995;6453; ; 42;Oph;17 22 00.5;-24 59 58;261.39; -1.84;  564; 3.26;B2IV               ; 2
261.3251;-55.5297;6461; ;   ;Ara;17 25 17.9;-55 31 47;264.21;-32.26;  740; 2.85;K3Ib-IIa           ;
261.3484;-56.3775;6462; ;   ;Ara;17 25 23.5;-56 22 39;264.29;-33.11; 1919; 3.34;B1Ib               ; 3
260.9209;+37.1459;6485; ; 75;Her;17 23 40.9;+37 08 45;255.37; 60.12;  407; 4.52;B9.5III            ; 3
261.5925;-24.1753;6486; ; 44;Oph;17 26 22.1;-24 10 31;262.33; -0.96;   85; 4.16;A3m                ;
261.8388;-29.8670;6492; ; 45;Oph;17 27 21.2;-29 52 01;262.88; -6.63;  112; 4.27;F5IVdeltaSct*      ;
261.6579; -5.0867;6493; ;   ;   ;17 26 37.8;-05 05 12;261.25; 18.10;   98; 4.54;F3V                ;
261.6287; +4.1403;6498; ; 49;Oph;17 26 30.8;+04 08 25;260.59; 27.31;  517; 4.31;K2II               ;
262.7751;-60.6836;6500; ;   ;Ara;17 31 05.9;-60 41 01;265.56;-37.36;  191; 3.62;B8Vn               ; 2
262.6909;-37.2958;6508; ; 34;Sco;17 30 45.7;-37 17 45;264.01;-14.01;  543; 2.68;B2IV               ;
262.9605;-49.8761;6510; ;   ;Ara;17 31 50.4;-49 52 34;264.93;-26.56;  250; 2.95;B2Vne              ; 2
262.8538;-23.9628;6519; ; 51;Oph;17 31 24.8;-23 57 46;263.47; -0.69;  465; 4.81;B9.5Ve             ;
262.6846;+26.1106;6526; ; 76;Her;17 30 44.2;+26 06 38;259.90; 49.29;  407; 4.41;K3.5IIIBa0.1       ;
263.4021;-37.1036;6527;*; 35;Sco;17 33 36.4;-37 06 13;264.59;-13.79;  316; 1.63;B2IV+B             ; 3
262.6080;+52.3014;6536; ; 23;Dra;17 30 25.8;+52 18 05;251.96; 75.28;  362; 2.81;G2Ib-IIa           ; 3
263.9146;-46.5056;6537; ;  1;Ara;17 35 39.4;-46 30 20;265.45;-23.16;  407; 4.59;A0V                ;
264.1367;-38.6353;6546; ;   ;   ;17 36 32.7;-38 38 07;265.25;-15.29;  148; 4.29;K0IIIb             ;
264.3296;-42.9978;6553; ;   ;Sco;17 37 19.0;-42 59 52;265.60;-19.65;  296; 1.87;F1II               ;
263.0438;+55.1842;6554; ; 24;Dra;17 32 10.4;+55 11 03;250.33; 78.15;  101; 4.90;A6V                ; 2
263.0667;+55.1728;6555; ; 25;Dra;17 32 15.9;+55 10 22;250.40; 78.14;  101; 4.87;A4m                ; 2
263.7337;+12.5600;6556;*; 55;Oph;17 34 56.0;+12 33 36;262.45; 35.84;   47; 2.07;A5III              ; 2
264.3967;-15.3986;6561; ; 55;Ser;17 37 35.1;-15 23 55;264.55;  7.93;  108; 3.52;F0IVdeltaSct       ; 2
264.4612; -8.1189;6567; ; 57;Oph;17 37 50.6;-08 07 08;264.32; 15.21;  619; 4.63;B8II-IIIp:Mn       ;
265.0980;-49.4156;6569; ;   ;Ara;17 40 23.4;-49 24 56;266.45;-26.04;   72; 4.77;F3IV               ;
265.6217;-39.0300;6580; ;   ;Sco;17 42 29.1;-39 01 48;266.47;-15.64;  465; 2.41;B1.5III            ;
265.3537;-12.8753;6581; ; 56;Ser;17 41 24.8;-12 52 31;265.39; 10.49;  171; 4.24;A2V                ;
266.4335;-64.7239;6582; ;   ;Pav;17 45 43.9;-64 43 26;267.97;-41.31;  407; 3.62;K2II               ;
264.8663;+46.0064;6588; ; 85;Her;17 39 27.8;+46 00 23;259.89; 69.27;  543; 3.80;B3IV               ; 2
265.8575;-21.6833;6595; ; 58;Oph;17 43 25.7;-21 41 00;266.15;  1.70;   57; 4.87;F6V                ; 2
264.2377;+68.7581;6596; ; 28;Dra;17 36 56.9;+68 45 29;132.27; 86.90;   77; 4.80;F5V                ; 2
265.8683; +4.5672;6603; ; 60;Oph;17 43 28.3;+04 34 02;265.34; 27.94;   83; 2.78;K2III              ;
266.8963;-40.1270;6615; ;   ;Sco;17 47 35.0;-40 07 37;267.52;-16.71; 4373; 3.03;F2Iae              ; 2
266.8900;-27.8308;6616; ;  3;Sgr;17 47 33.5;-27 49 51;267.24; -4.42;  356; 4.54;F7II               ;
266.6150;+27.7209;6623; ; 86;Her;17 46 27.5;+27 43 15;265.22; 51.10;   27; 3.42;G5IV               ; 4
267.2938;-31.7033;6628; ;   ;   ;17 49 10.4;-31 42 12;267.67; -8.29;  280; 4.83;B8V                ;
266.9733; +2.7072;6629; ; 62;Oph;17 47 53.5;+02 42 26;266.63; 26.11;   95; 3.75;A0V                ;
267.4646;-37.0433;6630; ;   ;   ;17 49 51.4;-37 02 36;267.92;-13.62;  130; 3.21;K2III              ; 3
267.5463;-40.0906;6631; ;   ;Sco;17 50 11.0;-40 05 26;268.04;-16.67; 2224; 4.81;A2Ib               ; 2
265.4848;+72.1489;6636; ; 31;Dra;17 41 56.2;+72 08 56;103.80; 84.19;   72; 4.58;F5IV-V             ; 4
269.1975;-44.3422;6675; ;   ;   ;17 56 47.3;-44 20 32;269.39;-20.90;  362; 4.86;K2III              ;
269.4488;-41.7161;6682; ;   ;   ;17 57 47.6;-41 42 58;269.57;-18.28;  361; 4.88;M0III              ;
268.3822;+56.8725;6688; ; 32;Dra;17 53 31.6;+56 52 21;264.75; 80.28;  112; 3.75;K2III              ; 2
269.0634;+37.2506;6695; ; 91;Her;17 56 15.1;+37 15 02;268.47; 60.68;  401; 3.88;K1IIaCN+2          ;
269.7567; -9.7736;6698; ; 64;Oph;17 59 01.5;-09 46 25;269.75; 13.67;  155; 3.34;K0IIIaCN-1         ;
269.9483;-23.8161;6700; ;  4;Sgr;17 59 47.5;-23 48 58;269.95; -0.38;  465; 4.75;B9V                ;
269.4413;+29.2478;6703; ; 92;Her;17 57 45.8;+29 14 52;269.19; 52.69;  135; 3.70;G8III              ;
269.1517;+51.4889;6705;*; 33;Dra;17 56 36.3;+51 29 20;267.97; 74.92;  148; 2.22;K5III              ; 7
269.6258;+30.1895;6707; ; 94;Her;17 58 30.1;+30 11 22;269.45; 53.63;  691; 4.41;F2II               ;
270.1204; -3.6903;6710; ; 57;Ser;18 00 28.8;-03 41 25;270.13; 19.75;   75; 4.62;F2IV               ;
270.0658; +4.3686;6712; ; 66;Oph;18 00 15.7;+04 22 07;270.07; 27.81;  556; 4.60;B2Ve               ;
270.0142;+16.7508;6713; ; 93;Her;18 00 03.3;+16 45 03;270.02; 40.19;  313; 4.67;K0.5IIb            ;
270.1612; +2.9314;6714; ; 67;Oph;18 00 38.6;+02 55 53;270.18; 26.37; 2350; 3.93;B5Ib               ; 5
270.4383; +1.3053;6723; ; 68;Oph;18 01 45.1;+01 18 19;270.48; 24.74;  271; 4.42;A2Vn               ; 2
270.3767;+21.5956;6730; ; 95;Her;18 01 30.3;+21 35 44;270.50; 45.03;  543; 4.96;A5IIIn             ; 2
271.2554;-29.5800;6742; ;   ;Sgr;18 05 01.2;-29 34 48;271.10; -6.15;  151; 4.69;F4-G1Ib            ; 4
271.6576;-50.0917;6743; ;   ;Ara;18 06 37.7;-50 05 30;271.19;-26.66; 2133; 3.66;B2Ib               ;
272.1451;-63.6683;6745; ;   ;Pav;18 08 34.7;-63 40 06;271.25;-40.24;  141; 4.35;A7pSr              ;
271.4521;-30.4242;6746; ; 10;Sgr;18 05 48.4;-30 25 27;271.26; -6.99;   98; 2.99;K0III              ;
271.3637; +2.4995;6752; ; 70;Oph;18 05 27.2;+02 29 58;271.51; 25.93;   16; 4.03;K0V                ;11
272.0208;-28.4569;6766; ;   ;   ;18 08 04.9;-28 27 25;271.78; -5.03;  362; 4.56;G8IIIpCH-3CN-2     ; 2
271.8267; +8.7339;6770; ; 71;Oph;18 07 18.3;+08 44 02;272.13; 32.16;  250; 4.63;G8III              ;
271.8375; +9.5639;6771; ; 72;Oph;18 07 20.9;+09 33 50;272.16; 32.99;   83; 3.73;A4IVs              ; 4
271.8858;+28.7625;6779; ;103;Her;18 07 32.5;+28 45 45;272.70; 52.18;  362; 3.83;B9.5V              ;
272.8075;-45.9542;6783; ;   ;Tel;18 11 13.7;-45 57 15;272.11;-22.54;  465; 4.53;K0III              ; 2
272.1896;+20.8145;6787; ;102;Her;18 08 45.4;+20 48 52;272.86; 44.23;  858; 4.35;B2IV               ; 2
263.0539;+86.5864;6789; ; 23;UMi;17 32 12.5;+86 35 11; 91.20; 69.95;  191; 4.36;A1Vn               ;
271.8700;+43.4617;6791; ;   ;   ;18 07 28.7;+43 27 42;273.46; 66.88;  407; 5.00;G8IIICN-0.3CH-3    ;
272.9308;-23.7011;6801; ; 11;Sgr;18 11 43.3;-23 42 04;272.68; -0.29;  250; 4.98;K0III              ; 2
273.4408;-21.0589;6812; ; 13;Sgr;18 13 45.7;-21 03 32;273.21;  2.34; 3723; 3.85;B8Iape             ; 6
272.9758;+31.4053;6815; ;104;Her;18 11 54.1;+31 24 19;274.41; 54.80;  519; 4.97;M3III              ;
274.4067;-36.7617;6832; ;   ;Sgr;18 17 37.5;-36 45 42;273.63;-13.38;  155; 3.11;M3.5III            ; 4
274.5133;-27.0425;6842; ;   ;   ;18 18 03.1;-27 02 33;274.03; -3.67;  480; 4.63;K3II               ;
275.8068;-61.4939;6855; ;   ;Pav;18 23 13.5;-61 29 38;273.52;-38.13;  465; 4.36;K4III              ; 3
275.2488;-29.8281;6859; ; 19;Sgr;18 20 59.6;-29 49 41;274.58; -6.47;  326; 2.70;K3IIIa*            ; 4
275.2171; +3.3772;6866; ; 74;Oph;18 20 52.0;+03 22 38;275.83; 26.71;  271; 4.84;G8III              ; 3
275.0746;+21.9614;6868; ;106;Her;18 20 17.8;+21 57 41;276.69; 45.28;  465; 4.96;M1III              ;
275.3275; -2.8989;6869; ; 58;Ser;18 21 18.5;-02 53 56;275.68; 20.44;   62; 3.25;K2IIIabCN1         ; 2
